pathway	Description	p.Val	FDR	Phenotype
GO_REGULATION_OF_GLYCOGEN_METABOLIC_PROCESS	GO_REGULATION_OF_GLYCOGEN_METABOLIC_PROCESS	1	1	-1
GO_CYTOPLASMIC_SEQUESTERING_OF_TRANSCRIPTION_FACTOR	GO_CYTOPLASMIC_SEQUESTERING_OF_TRANSCRIPTION_FACTOR	1	1	-1
GO_REGULATION_OF_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY	GO_REGULATION_OF_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY	1	1	-1
GO_CAMERA_TYPE_EYE_PHOTORECEPTOR_CELL_DIFFERENTIATION	GO_CAMERA_TYPE_EYE_PHOTORECEPTOR_CELL_DIFFERENTIATION	1	1	-1
GO_REGULATION_OF_GROWTH_HORMONE_SECRETION	GO_REGULATION_OF_GROWTH_HORMONE_SECRETION	1	1	-1
GO_RESPONSE_TO_ATP	GO_RESPONSE_TO_ATP	1	1	-1
GO_GOLGI_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT	GO_GOLGI_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT	1	1	-1
GO_LONG_TERM_MEMORY	GO_LONG_TERM_MEMORY	1	1	-1
GO_CELLULAR_RESPONSE_TO_CHOLESTEROL	GO_CELLULAR_RESPONSE_TO_CHOLESTEROL	1	1	-1
GO_ENTRAINMENT_OF_CIRCADIAN_CLOCK	GO_ENTRAINMENT_OF_CIRCADIAN_CLOCK	1	1	-1
GO_REGULATION_OF_SENSORY_PERCEPTION	GO_REGULATION_OF_SENSORY_PERCEPTION	1	1	-1
GO_CHONDROITIN_SULFATE_CATABOLIC_PROCESS	GO_CHONDROITIN_SULFATE_CATABOLIC_PROCESS	1	1	-1
GO_EPIBOLY	GO_EPIBOLY	1	1	-1
GO_CENTRAL_NERVOUS_SYSTEM_PROJECTION_NEURON_AXONOGENESIS	GO_CENTRAL_NERVOUS_SYSTEM_PROJECTION_NEURON_AXONOGENESIS	1	1	-1
GO_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	GO_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	1	1	-1
GO_NEGATIVE_REGULATION_OF_BEHAVIOR	GO_NEGATIVE_REGULATION_OF_BEHAVIOR	1	1	-1
GO_MEMBRANE_PROTEIN_INTRACELLULAR_DOMAIN_PROTEOLYSIS	GO_MEMBRANE_PROTEIN_INTRACELLULAR_DOMAIN_PROTEOLYSIS	1	1	-1
GO_DISTAL_TUBULE_DEVELOPMENT	GO_DISTAL_TUBULE_DEVELOPMENT	1	1	-1
GO_CRANIAL_SKELETAL_SYSTEM_DEVELOPMENT	GO_CRANIAL_SKELETAL_SYSTEM_DEVELOPMENT	1	1	-1
GO_REGULATION_OF_HORMONE_BIOSYNTHETIC_PROCESS	GO_REGULATION_OF_HORMONE_BIOSYNTHETIC_PROCESS	1	1	-1
GO_POSITIVE_REGULATION_OF_NEUROTRANSMITTER_SECRETION	GO_POSITIVE_REGULATION_OF_NEUROTRANSMITTER_SECRETION	1	1	-1
GO_GENETIC_IMPRINTING	GO_GENETIC_IMPRINTING	1	1	-1
GO_TROPHOBLAST_GIANT_CELL_DIFFERENTIATION	GO_TROPHOBLAST_GIANT_CELL_DIFFERENTIATION	1	1	-1
GO_REGULATION_OF_INCLUSION_BODY_ASSEMBLY	GO_REGULATION_OF_INCLUSION_BODY_ASSEMBLY	1	1	-1
GO_REGULATION_OF_CHRONIC_INFLAMMATORY_RESPONSE	GO_REGULATION_OF_CHRONIC_INFLAMMATORY_RESPONSE	1	1	-1
GO_REGULATION_OF_T_CELL_DIFFERENTIATION	GO_REGULATION_OF_T_CELL_DIFFERENTIATION	1	1	-1
GO_REGULATION_OF_GLOMERULUS_DEVELOPMENT	GO_REGULATION_OF_GLOMERULUS_DEVELOPMENT	1	1	-1
GO_METHIONINE_METABOLIC_PROCESS	GO_METHIONINE_METABOLIC_PROCESS	1	1	-1
GO_NEGATIVE_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_DEVELOPMENT	GO_NEGATIVE_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_DEVELOPMENT	1	1	-1
GO_REGULATION_OF_MRNA_POLYADENYLATION	GO_REGULATION_OF_MRNA_POLYADENYLATION	1	1	-1
GO_REGULATION_OF_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE	GO_REGULATION_OF_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE	1	1	-1
GO_POSITIVE_REGULATION_OF_RESPONSE_TO_TUMOR_CELL	GO_POSITIVE_REGULATION_OF_RESPONSE_TO_TUMOR_CELL	1	1	-1
GO_REGULATION_OF_ACTION_POTENTIAL	GO_REGULATION_OF_ACTION_POTENTIAL	1	1	-1
GO_POSITIVE_REGULATION_OF_TISSUE_REMODELING	GO_POSITIVE_REGULATION_OF_TISSUE_REMODELING	1	1	-1
GO_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS	GO_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS	1	1	-1
GO_DORSAL_VENTRAL_NEURAL_TUBE_PATTERNING	GO_DORSAL_VENTRAL_NEURAL_TUBE_PATTERNING	1	1	-1
GO_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY	GO_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY	1	1	-1
GO_POSITIVE_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION	GO_POSITIVE_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION	1	1	-1
GO_RETINAL_METABOLIC_PROCESS	GO_RETINAL_METABOLIC_PROCESS	1	1	-1
GO_POSITIVE_REGULATION_OF_PEPTIDYL_THREONINE_PHOSPHORYLATION	GO_POSITIVE_REGULATION_OF_PEPTIDYL_THREONINE_PHOSPHORYLATION	1	1	-1
GO_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING	GO_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING	1	1	-1
GO_SPERMATID_NUCLEUS_DIFFERENTIATION	GO_SPERMATID_NUCLEUS_DIFFERENTIATION	1	1	-1
GO_MULTI_ORGANISM_LOCALIZATION	GO_MULTI_ORGANISM_LOCALIZATION	1	1	-1
GO_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION	GO_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION	1	1	-1
GO_METANEPHRIC_NEPHRON_DEVELOPMENT	GO_METANEPHRIC_NEPHRON_DEVELOPMENT	1	1	-1
GO_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_PROCESS	GO_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_PROCESS	1	1	-1
GO_TRACHEA_DEVELOPMENT	GO_TRACHEA_DEVELOPMENT	1	1	-1
GO_POSITIVE_REGULATION_OF_T_HELPER_CELL_DIFFERENTIATION	GO_POSITIVE_REGULATION_OF_T_HELPER_CELL_DIFFERENTIATION	1	1	-1
GO_NEGATIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE	GO_NEGATIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE	1	1	-1
GO_POSITIVE_REGULATION_OF_AMINE_TRANSPORT	GO_POSITIVE_REGULATION_OF_AMINE_TRANSPORT	1	1	-1
GO_APOPTOTIC_PROCESS_INVOLVED_IN_DEVELOPMENT	GO_APOPTOTIC_PROCESS_INVOLVED_IN_DEVELOPMENT	1	1	-1
GO_RETINOIC_ACID_METABOLIC_PROCESS	GO_RETINOIC_ACID_METABOLIC_PROCESS	1	1	-1
GO_REGULATION_OF_NERVOUS_SYSTEM_PROCESS	GO_REGULATION_OF_NERVOUS_SYSTEM_PROCESS	1	1	-1
GO_SODIUM_ION_HOMEOSTASIS	GO_SODIUM_ION_HOMEOSTASIS	1	1	-1
GO_PURINE_NUCLEOTIDE_TRANSPORT	GO_PURINE_NUCLEOTIDE_TRANSPORT	1	1	-1
GO_NADH_METABOLIC_PROCESS	GO_NADH_METABOLIC_PROCESS	1	1	-1
GO_NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISM_GROWTH	GO_NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISM_GROWTH	1	1	-1
GO_NEGATIVE_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS	GO_NEGATIVE_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS	1	1	-1
GO_REGULATION_OF_STEM_CELL_POPULATION_MAINTENANCE	GO_REGULATION_OF_STEM_CELL_POPULATION_MAINTENANCE	1	1	-1
GO_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING	GO_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING	1	1	-1
GO_POSITIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE	GO_POSITIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE	1	1	-1
GO_ANDROGEN_METABOLIC_PROCESS	GO_ANDROGEN_METABOLIC_PROCESS	1	1	-1
GO_INDOLE_CONTAINING_COMPOUND_METABOLIC_PROCESS	GO_INDOLE_CONTAINING_COMPOUND_METABOLIC_PROCESS	1	1	-1
GO_NEGATIVE_REGULATION_OF_T_CELL_PROLIFERATION	GO_NEGATIVE_REGULATION_OF_T_CELL_PROLIFERATION	1	1	-1
GO_REGULATION_OF_T_CELL_CYTOKINE_PRODUCTION	GO_REGULATION_OF_T_CELL_CYTOKINE_PRODUCTION	1	1	-1
GO_POSITIVE_REGULATION_OF_CARTILAGE_DEVELOPMENT	GO_POSITIVE_REGULATION_OF_CARTILAGE_DEVELOPMENT	1	1	-1
GO_MUSCLE_ATROPHY	GO_MUSCLE_ATROPHY	1	1	-1
GO_PHOSPHATIDYLINOSITOL_DEPHOSPHORYLATION	GO_PHOSPHATIDYLINOSITOL_DEPHOSPHORYLATION	1	1	-1
GO_DIGESTIVE_SYSTEM_PROCESS	GO_DIGESTIVE_SYSTEM_PROCESS	1	1	-1
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	1	1	-1
GO_LEUKOCYTE_APOPTOTIC_PROCESS	GO_LEUKOCYTE_APOPTOTIC_PROCESS	1	1	-1
GO_NEGATIVE_REGULATION_OF_MAST_CELL_ACTIVATION	GO_NEGATIVE_REGULATION_OF_MAST_CELL_ACTIVATION	1	1	-1
GO_MICROTUBULE_BUNDLE_FORMATION	GO_MICROTUBULE_BUNDLE_FORMATION	1	1	-1
GO_NEGATIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	GO_NEGATIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	1	1	-1
GO_EMBRYONIC_SKELETAL_JOINT_DEVELOPMENT	GO_EMBRYONIC_SKELETAL_JOINT_DEVELOPMENT	1	1	-1
GO_REGULATION_OF_PROTEIN_MATURATION	GO_REGULATION_OF_PROTEIN_MATURATION	1	1	-1
GO_POSITIVE_REGULATION_OF_VASCULAR_PERMEABILITY	GO_POSITIVE_REGULATION_OF_VASCULAR_PERMEABILITY	1	1	-1
GO_POSITIVE_REGULATION_OF_GLYCOPROTEIN_METABOLIC_PROCESS	GO_POSITIVE_REGULATION_OF_GLYCOPROTEIN_METABOLIC_PROCESS	1	1	-1
GO_REGULATION_OF_MITOPHAGY	GO_REGULATION_OF_MITOPHAGY	1	1	-1
GO_FATTY_ACID_METABOLIC_PROCESS	GO_FATTY_ACID_METABOLIC_PROCESS	1	1	-1
GO_VITAMIN_TRANSPORT	GO_VITAMIN_TRANSPORT	1	1	-1
GO_BLASTODERM_SEGMENTATION	GO_BLASTODERM_SEGMENTATION	1	1	-1
GO_NATURAL_KILLER_CELL_ACTIVATION	GO_NATURAL_KILLER_CELL_ACTIVATION	1	1	-1
GO_POSITIVE_REGULATION_BY_HOST_OF_VIRAL_PROCESS	GO_POSITIVE_REGULATION_BY_HOST_OF_VIRAL_PROCESS	1	1	-1
GO_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTRACELLULAR_STIMULUS	GO_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTRACELLULAR_STIMULUS	1	1	-1
GO_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT_INTO_CYTOSOL	GO_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT_INTO_CYTOSOL	1	1	-1
GO_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY	GO_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY	1	1	-1
GO_RETINA_LAYER_FORMATION	GO_RETINA_LAYER_FORMATION	1	1	-1
GO_REGULATION_OF_GASTRULATION	GO_REGULATION_OF_GASTRULATION	1	1	-1
GO_POSITIVE_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT	GO_POSITIVE_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT	1	1	-1
GO_NEUTRAL_LIPID_BIOSYNTHETIC_PROCESS	GO_NEUTRAL_LIPID_BIOSYNTHETIC_PROCESS	1	1	-1
GO_ADENYLATE_CYCLASE_ACTIVATING_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY	GO_ADENYLATE_CYCLASE_ACTIVATING_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY	1	1	-1
GO_REGULATION_OF_DIGESTIVE_SYSTEM_PROCESS	GO_REGULATION_OF_DIGESTIVE_SYSTEM_PROCESS	1	1	-1
GO_RESPONSE_TO_VITAMIN_A	GO_RESPONSE_TO_VITAMIN_A	1	1	-1
GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION	GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION	1	1	-1
GO_POSITIVE_REGULATION_OF_IMMUNOGLOBULIN_SECRETION	GO_POSITIVE_REGULATION_OF_IMMUNOGLOBULIN_SECRETION	1	1	-1
GO_SARCOPLASMIC_RETICULUM_CALCIUM_ION_TRANSPORT	GO_SARCOPLASMIC_RETICULUM_CALCIUM_ION_TRANSPORT	1	1	-1
GO_POSITIVE_REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION	GO_POSITIVE_REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION	1	1	-1
GO_VIRION_ASSEMBLY	GO_VIRION_ASSEMBLY	1	1	-1
GO_GLYCEROPHOSPHOLIPID_CATABOLIC_PROCESS	GO_GLYCEROPHOSPHOLIPID_CATABOLIC_PROCESS	1	1	-1
GO_POSITIVE_REGULATION_OF_LIPID_CATABOLIC_PROCESS	GO_POSITIVE_REGULATION_OF_LIPID_CATABOLIC_PROCESS	1	1	-1
GO_BLOOD_VESSEL_REMODELING	GO_BLOOD_VESSEL_REMODELING	1	1	-1
GO_TRIGLYCERIDE_CATABOLIC_PROCESS	GO_TRIGLYCERIDE_CATABOLIC_PROCESS	1	1	-1
GO_ENDOPLASMIC_RETICULUM_CALCIUM_ION_HOMEOSTASIS	GO_ENDOPLASMIC_RETICULUM_CALCIUM_ION_HOMEOSTASIS	1	1	-1
GO_POSITIVE_REGULATION_OF_RESPONSE_TO_WOUNDING	GO_POSITIVE_REGULATION_OF_RESPONSE_TO_WOUNDING	1	1	-1
GO_REGULATION_OF_ANION_TRANSMEMBRANE_TRANSPORT	GO_REGULATION_OF_ANION_TRANSMEMBRANE_TRANSPORT	1	1	-1
GO_TOXIN_TRANSPORT	GO_TOXIN_TRANSPORT	1	1	-1
GO_DETECTION_OF_LIGHT_STIMULUS	GO_DETECTION_OF_LIGHT_STIMULUS	1	1	-1
GO_REGULATION_OF_HISTONE_PHOSPHORYLATION	GO_REGULATION_OF_HISTONE_PHOSPHORYLATION	1	1	-1
GO_REGULATION_OF_PROTEIN_IMPORT	GO_REGULATION_OF_PROTEIN_IMPORT	1	1	-1
GO_NERVOUS_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	GO_NERVOUS_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	1	1	-1
GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS	GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS	1	1	-1
GO_AMELOGENESIS	GO_AMELOGENESIS	1	1	-1
GO_RESPONSE_TO_PROGESTERONE	GO_RESPONSE_TO_PROGESTERONE	1	1	-1
GO_REGULATION_OF_PROTON_TRANSPORT	GO_REGULATION_OF_PROTON_TRANSPORT	1	1	-1
GO_REGULATION_OF_NEURON_PROJECTION_REGENERATION	GO_REGULATION_OF_NEURON_PROJECTION_REGENERATION	1	1	-1
GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION	GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION	1	1	-1
GO_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION	GO_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION	1	1	-1
GO_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_MIGRATION	GO_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_MIGRATION	1	1	-1
GO_RESPONSE_TO_FATTY_ACID	GO_RESPONSE_TO_FATTY_ACID	1	1	-1
GO_DNA_METHYLATION_INVOLVED_IN_GAMETE_GENERATION	GO_DNA_METHYLATION_INVOLVED_IN_GAMETE_GENERATION	1	1	-1
GO_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS	GO_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS	1	1	-1
GO_EPITHELIAL_CELL_APOPTOTIC_PROCESS	GO_EPITHELIAL_CELL_APOPTOTIC_PROCESS	1	1	-1
GO_RETROGRADE_TRANSPORT_ENDOSOME_TO_PLASMA_MEMBRANE	GO_RETROGRADE_TRANSPORT_ENDOSOME_TO_PLASMA_MEMBRANE	1	1	-1
GO_TISSUE_REMODELING	GO_TISSUE_REMODELING	1	1	-1
GO_REGULATION_OF_CYTOPLASMIC_TRANSPORT	GO_REGULATION_OF_CYTOPLASMIC_TRANSPORT	1	1	-1
GO_CD4_POSITIVE_OR_CD8_POSITIVE_ALPHA_BETA_T_CELL_LINEAGE_COMMITMENT	GO_CD4_POSITIVE_OR_CD8_POSITIVE_ALPHA_BETA_T_CELL_LINEAGE_COMMITMENT	1	1	-1
GO_SEGMENT_SPECIFICATION	GO_SEGMENT_SPECIFICATION	1	1	-1
GO_CELLULAR_RESPONSE_TO_STEROL	GO_CELLULAR_RESPONSE_TO_STEROL	1	1	-1
GO_T_CELL_MIGRATION	GO_T_CELL_MIGRATION	1	1	-1
GO_MULTI_MULTICELLULAR_ORGANISM_PROCESS	GO_MULTI_MULTICELLULAR_ORGANISM_PROCESS	1	1	-1
GO_GOLGI_TO_VACUOLE_TRANSPORT	GO_GOLGI_TO_VACUOLE_TRANSPORT	1	1	-1
GO_NEGATIVE_T_CELL_SELECTION	GO_NEGATIVE_T_CELL_SELECTION	1	1	-1
GO_LIPOPROTEIN_LOCALIZATION	GO_LIPOPROTEIN_LOCALIZATION	1	1	-1
GO_NEGATIVE_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING	GO_NEGATIVE_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING	1	1	-1
GO_DETECTION_OF_VISIBLE_LIGHT	GO_DETECTION_OF_VISIBLE_LIGHT	1	1	-1
GO_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CHROMOSOME_TELOMERIC_REGION	GO_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CHROMOSOME_TELOMERIC_REGION	1	1	-1
GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY	GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY	1	1	-1
GO_NEGATIVE_REGULATION_OF_BLOOD_PRESSURE	GO_NEGATIVE_REGULATION_OF_BLOOD_PRESSURE	1	1	-1
GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_12_PRODUCTION	GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_12_PRODUCTION	1	1	-1
GO_REGULATION_OF_CELLULAR_RESPONSE_TO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_STIMULUS	GO_REGULATION_OF_CELLULAR_RESPONSE_TO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_STIMULUS	1	1	-1
GO_REGULATION_OF_STEROL_TRANSPORT	GO_REGULATION_OF_STEROL_TRANSPORT	1	1	-1
GO_NEGATIVE_REGULATION_OF_MACROPHAGE_DERIVED_FOAM_CELL_DIFFERENTIATION	GO_NEGATIVE_REGULATION_OF_MACROPHAGE_DERIVED_FOAM_CELL_DIFFERENTIATION	1	1	-1
GO_RESPONSE_TO_PH	GO_RESPONSE_TO_PH	1	1	-1
GO_OXALATE_TRANSPORT	GO_OXALATE_TRANSPORT	1	1	-1
GO_CELLULAR_GLUCOSE_HOMEOSTASIS	GO_CELLULAR_GLUCOSE_HOMEOSTASIS	1	1	-1
GO_CYCLIC_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	GO_CYCLIC_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	1	1	-1
GO_REGULATION_OF_APPETITE	GO_REGULATION_OF_APPETITE	1	1	-1
GO_PROTEIN_DEGLYCOSYLATION	GO_PROTEIN_DEGLYCOSYLATION	1	1	-1
GO_POSITIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION	GO_POSITIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION	1	1	-1
GO_REGULATION_OF_PHOSPHOLIPASE_A2_ACTIVITY	GO_REGULATION_OF_PHOSPHOLIPASE_A2_ACTIVITY	1	1	-1
GO_TRANSLATIONAL_ELONGATION	GO_TRANSLATIONAL_ELONGATION	1	1	-1
GO_POSITIVE_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY	GO_POSITIVE_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY	1	1	-1
GO_LYMPHOCYTE_CHEMOTAXIS	GO_LYMPHOCYTE_CHEMOTAXIS	1	1	-1
GO_MESODERMAL_CELL_DIFFERENTIATION	GO_MESODERMAL_CELL_DIFFERENTIATION	1	1	-1
GO_METANEPHRIC_MESENCHYME_DEVELOPMENT	GO_METANEPHRIC_MESENCHYME_DEVELOPMENT	1	1	-1
GO_BENZENE_CONTAINING_COMPOUND_METABOLIC_PROCESS	GO_BENZENE_CONTAINING_COMPOUND_METABOLIC_PROCESS	1	1	-1
GO_AUDITORY_RECEPTOR_CELL_DEVELOPMENT	GO_AUDITORY_RECEPTOR_CELL_DEVELOPMENT	1	1	-1
GO_REGULATION_OF_ACROSOME_REACTION	GO_REGULATION_OF_ACROSOME_REACTION	1	1	-1
GO_SMOOTH_MUSCLE_CONTRACTION	GO_SMOOTH_MUSCLE_CONTRACTION	1	1	-1
GO_MACROPHAGE_CHEMOTAXIS	GO_MACROPHAGE_CHEMOTAXIS	1	1	-1
GO_NEUTRAL_LIPID_METABOLIC_PROCESS	GO_NEUTRAL_LIPID_METABOLIC_PROCESS	1	1	-1
GO_POSITIVE_REGULATION_OF_INTERLEUKIN_4_PRODUCTION	GO_POSITIVE_REGULATION_OF_INTERLEUKIN_4_PRODUCTION	1	1	-1
GO_AMINO_ACID_BETAINE_METABOLIC_PROCESS	GO_AMINO_ACID_BETAINE_METABOLIC_PROCESS	1	1	-1
GO_ALPHA_BETA_T_CELL_ACTIVATION	GO_ALPHA_BETA_T_CELL_ACTIVATION	1	1	-1
GO_RIBONUCLEOPROTEIN_COMPLEX_DISASSEMBLY	GO_RIBONUCLEOPROTEIN_COMPLEX_DISASSEMBLY	1	1	-1
GO_RHYTHMIC_BEHAVIOR	GO_RHYTHMIC_BEHAVIOR	1	1	-1
GO_DEVELOPMENTAL_PIGMENTATION	GO_DEVELOPMENTAL_PIGMENTATION	1	1	-1
GO_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY	GO_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY	1	1	-1
GO_BRANCHING_INVOLVED_IN_LABYRINTHINE_LAYER_MORPHOGENESIS	GO_BRANCHING_INVOLVED_IN_LABYRINTHINE_LAYER_MORPHOGENESIS	1	1	-1
GO_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY	GO_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY	1	1	-1
GO_MECHANORECEPTOR_DIFFERENTIATION	GO_MECHANORECEPTOR_DIFFERENTIATION	1	1	-1
GO_NEGATIVE_REGULATION_OF_LYASE_ACTIVITY	GO_NEGATIVE_REGULATION_OF_LYASE_ACTIVITY	1	1	-1
GO_REGULATION_OF_VASOCONSTRICTION	GO_REGULATION_OF_VASOCONSTRICTION	1	1	-1
GO_CELLULAR_RESPONSE_TO_FATTY_ACID	GO_CELLULAR_RESPONSE_TO_FATTY_ACID	1	1	-1
GO_MONOVALENT_INORGANIC_ANION_HOMEOSTASIS	GO_MONOVALENT_INORGANIC_ANION_HOMEOSTASIS	1	1	-1
GO_REGULATION_OF_PH	GO_REGULATION_OF_PH	1	1	-1
GO_CYCLOOXYGENASE_PATHWAY	GO_CYCLOOXYGENASE_PATHWAY	1	1	-1
GO_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS	GO_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS	1	1	-1
GO_GRANULOCYTE_DIFFERENTIATION	GO_GRANULOCYTE_DIFFERENTIATION	1	1	-1
GO_GOLGI_RIBBON_FORMATION	GO_GOLGI_RIBBON_FORMATION	1	1	-1
GO_NEGATIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE	GO_NEGATIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE	1	1	-1
GO_PROTEIN_LOCALIZATION_TO_GOLGI_APPARATUS	GO_PROTEIN_LOCALIZATION_TO_GOLGI_APPARATUS	1	1	-1
GO_PERK_MEDIATED_UNFOLDED_PROTEIN_RESPONSE	GO_PERK_MEDIATED_UNFOLDED_PROTEIN_RESPONSE	1	1	-1
GO_RESPONSE_TO_CORTICOSTERONE	GO_RESPONSE_TO_CORTICOSTERONE	1	1	-1
GO_POSITIVE_REGULATION_OF_RENAL_SODIUM_EXCRETION	GO_POSITIVE_REGULATION_OF_RENAL_SODIUM_EXCRETION	1	1	-1
GO_RESPONSE_TO_STIMULUS_INVOLVED_IN_REGULATION_OF_MUSCLE_ADAPTATION	GO_RESPONSE_TO_STIMULUS_INVOLVED_IN_REGULATION_OF_MUSCLE_ADAPTATION	1	1	-1
GO_DETECTION_OF_MECHANICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_SOUND	GO_DETECTION_OF_MECHANICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_SOUND	1	1	-1
GO_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE	GO_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE	1	1	-1
